Mall Name,Tenant
Anchor Point,7-ElevenServices#01-34
Anchor Point,A KIND OOOF JewelleryFashion & Accessories#01-19
Anchor Point,Acai BrothersFood & Beverages#01-02 to 4
Anchor Point,All the BatterFood & Beverages#B1-46
Anchor Point,Anagram CoffeeFood & Beverages#01-13A
Anchor Point,Aureus AcademyHobbies & Education#B1-38/39
Anchor Point,AXS MachineServices#B1-K2
Anchor Point,Bengawan SoloFood & Beverages#B1-45
Anchor Point,CatchaponGifts & Lifestyle#B1-32
Anchor Point,Cold StorageSupermarket#B1-03 to 10
Anchor Point,Common Man Coffee Roastersmany
Anchor Point,Cotton On Kids OutletFashion & Accessories#01-17/18
Anchor Point,Cotton On OutletFashion & Accessories#01-30/31
Anchor Point,Daun BistroFood & Beverages#01-01A
Anchor Point,De Sand SalonBeauty & Wellness#B1-01/02
Anchor Point,Eastchamp OpticsBeauty & Wellness#B1-25
Anchor Point,EC HouseBeauty & Wellness#B1-18
Anchor Point,Fang PatisserieFood & Beverages#B1-44
Anchor Point,Fish Mart SAKURAYAFood & Beverages#B1-14/15
Anchor Point,Flora Springs & PartyGifts & Lifestyle#B1-11
Anchor Point,Global ArtHobbies & Education#B1-32
Anchor Point,Honey Beauty Nail SalonBeauty & Wellness#B1-24
Anchor Point,Jack's PlaceFood & Beverages#01-09/10
Anchor Point,KFCFood & Beverages#01-15/16
Anchor Point,KOI ThéFood & Beverages#01-37
Anchor Point,KoufuFood & Beverages#B1-20/21
Anchor Point,La TrendzFashion & Accessories#01-20
Anchor Point,Ma MaisonFood & Beverages#01-12
Anchor Point,MelvadosFood & Beverages#B1-13
Anchor Point,Mister MinitServices#B1-19
Anchor Point,Mr CoconutFood & Beverages#B1-53/54
Anchor Point,Mr D.I.YHome & Living#B1-28 to 31
Anchor Point,NB Natural BeautyBeauty & Wellness#B1-16
Anchor Point,NK HairworksBeauty & Wellness#B1-22
Anchor Point,NOMAD Gift storeGifts & Lifestyle#B1-12
Anchor Point,Oasis Wet CleaningServices#B1-43
Anchor Point,Organic Express Hair Colour LabBeauty & Wellness#01-29
Anchor Point,OVERBRØDFood & Beverages#01-14A
Anchor Point,Pet Lovers CentreGifts & Lifestyle#B1-26/27
Anchor Point,POPStation (Pick Own Parcel)Services#B1-K8
Anchor Point,Premier School of Russian BalletHobbies & Education#B1-40
Anchor Point,Q&M Dental ClinicBeauty & Wellness#B1-42
Anchor Point,Sandycombe LaneHome & Living#01-28
Anchor Point,Shi Li Fang Hot PotFood & Beverages#B1-58
Anchor Point,StarbucksFood & Beverages#01-05/06
Anchor Point,Straits ClinicBeauty & Wellness#B1-41
Anchor Point,SubwayFood & Beverages#01-11
Anchor Point,The Connoisseur Concerto (tcc)Food & Beverages#01-07/08
Anchor Point,The Marmalade PantryFood & Beverages#01-23 to 25 & 01-35/36
Anchor Point,Tiong Bahru BakeryFood & Beverages#01-13
Anchor Point,UOB ATMServices#01-K1
Anchor Point,WatsonsBeauty & Wellness#B1-23
Anchor Point,Wine ConnectionFood & Beverages#B1-35
Anchor Point,Xin Wang Hong Kong Cafémany#01-13
Anchor Point,Yong Kang TCM ClinicBeauty & Wellness#B1-17
Anchor Point,Blog
Anchor Point,Money Changers
Anchor Point,About Us
Anchor Point,Contact Us
Anchor Point,Terms and Conditions
Anchor Point,Privacy Policy
Anchor Point,Directory
Anchor Point,Deals
Anchor Point,About
Aperia Mall,25 GramsFood & Beverage#01-14
Aperia Mall,7 ElevenConvenience Store#01-53B
Aperia Mall,来Makan (Thai Food)Food & Beverage#01-42A
Aperia Mall,Artisan JewelleryFashion#01-16
Aperia Mall,Au CroissantFood & Beverage#01-35
Aperia Mall,Aurora Asian Kitchen & BarFood & Beverage#01-44/45
Aperia Mall,Blanco Court Beef NoodleFood & Beverage#01-39
Aperia Mall,Bodyworks ChiropracticServices#03-06
Aperia Mall,Boulder+Sports#03-17
Aperia Mall,Carbon&Food & Beverage#01-43/43A
Aperia Mall,Challenger PITElectronics & Technology#01-05
Aperia Mall,Chef Foong RestaurantFood & Beverage#02-09
Aperia Mall,Cio Enzyme DrinkFood & Beverage#01-29
Aperia Mall,CityGolferHobbies & Leisure#03-10
Aperia Mall,Cold StorageSupermarket & Specialty Mart#01-47 & 01-51
Aperia Mall,CTDIServices#03-03/04
Aperia Mall,Daily Grind by SpinelliFood & Beverage#01-34
Aperia Mall,Delta Dental SurgeonsServices#03-05
Aperia Mall,F45Sports#03-09
Aperia Mall,FirstpointeChildren#01-10/11
Aperia Mall,FM Food MasterFood & Beverage#02-16
Aperia Mall,Ha JunFood & Beverage#01-28 & 01-31A
Aperia Mall,Hao Lai KeFood & Beverage#01-39
Aperia Mall,Ichiho - Donburi & SushiFood & Beverage#02-07/08
Aperia Mall,In Trim HairBeauty & Wellness#01-09
Aperia Mall,JollibeanFood & Beverage#01-30A
Aperia Mall,Kaeden CafeFood & Beverage#01-25
Aperia Mall,kcutsBeauty & Wellness#01-21
Aperia Mall,Kopi & TartsFood & Beverage#01-41
Aperia Mall,Lee Tat SengHome & Furnishing#01-07
Aperia Mall,LiHOFood & Beverage#01-22
Aperia Mall,Mandarin WellnessBeauty & Wellness#02-04
Aperia Mall,McDonald'sFood & Beverage#01-24
Aperia Mall,My Spice AffairFood & Beverage#02-11
Aperia Mall,Nature CaféFood & Beverage#02-14/15
Aperia Mall,Nature's NutritionFood & Beverage#01-52
Aperia Mall,OfunHobbies & Leisure#01-08
Aperia Mall,Pohang Seafood & ButcheryFood & Beverage#02-10
Aperia Mall,POSB ATMServices#01-K11
Aperia Mall,PrimaDéliFood & Beverage#01-29A
Aperia Mall,Quantum MedicalServices#02-05/06
Aperia Mall,SaizeriyaFood & Beverage#03-07/08
Aperia Mall,Shine KoreaSupermarket & Specialty Mart#01-04
Aperia Mall,Stalford Learning CentreChildren#03-11 & 03-1214
Aperia Mall,StarbucksFood & Beverage#01-26
Aperia Mall,Sushi & ChopsticksFood & Beverage#01-42
Aperia Mall,The AlleyFood & Beverage#01-27
Aperia Mall,The Clinic GroupServices#03-15
Aperia Mall,The Pack Protein & Salad barFood & Beverage#01-30
Aperia Mall,Tim Ho WanFood & Beverage#01-01 to 03
Aperia Mall,Time Enterprise TCMServices#03-16
Aperia Mall,TranstarServices#01-23
Aperia Mall,TTEOK Sang 떡상Food & Beverage#01-37
Aperia Mall,Wonder JuiceFood & Beverage#01-31
Aperia Mall,Ya Kun Kaya ToastFood & Beverage#01-28B & 01-33
Aperia Mall,Zheng Neng Zhu La MianFood & Beverage#01-28A & 01-32
Aperia Mall,Blog
Aperia Mall,Money Changers
Aperia Mall,About Us
Aperia Mall,Contact Us
Aperia Mall,Terms and Conditions
Aperia Mall,Privacy Policy
Bedok Mall,7-ElevenConvenience Store#01-94
Bedok Mall,A.M AestheticsBeauty & Wellness#B1-18
Bedok Mall,Ajisen RamenFood & Beverage#01-69/70
Bedok Mall,ASPIRE HUB EDUCATIONChildren#B1-06
Bedok Mall,AsterSpringBeauty & Wellness#B1-46/47
Bedok Mall,AU by AkemiuchiHome & Furnishing#B1-68 to 70
Bedok Mall,Au CroissantFood & Beverage#B2-15
Bedok Mall,Aureus AcademyHobbies & Leisure#B1-04
Bedok Mall,Balinese Thai PremierBeauty & Wellness#B1-05
Bedok Mall,Bank of ChinaServices#B2-07
Bedok Mall,Baskin RobbinsFood & Beverage#B1-K1 to K3
Bedok Mall,BataFashion#B1-21/22
Bedok Mall,Beauty LanguageBeauty & Wellness#01-41
Bedok Mall,Bee Cheng HiangFood & Beverage#B2-23
Bedok Mall,BEGAFashion#01-62/63
Bedok Mall,Beijing 101Beauty & Wellness#B1-55
Bedok Mall,Best DenkiElectronics & Technology#B1-01 & B1-43/44
Bedok Mall,BlackballFood & Beverage#01-03
Bedok Mall,Boost Juice BarsFood & Beverage#01-04
Bedok Mall,BossiniFashion#01-20/21
Bedok Mall,BreadTalkFood & Beverage#B2-25
Bedok Mall,BreakFixNowServices#B1-14
Bedok Mall,Canton ParadiseFood & Beverage#B2-11
Bedok Mall,Challenger MobileElectronics & Technology#B1-18 to 20
Bedok Mall,ChateraiseFood & Beverage#B2-19
Bedok Mall,CheersConvenience Store#01-09
Bedok Mall,Citibank ATMServices#B2-K23
Bedok Mall,ClarksFashion#01-25
Bedok Mall,Cloud 9 StudioFashion#01-36
Bedok Mall,COFFEESARANGFood & Beverage#01-78
Bedok Mall,Coo.Seoul+Fashion#01-24
Bedok Mall,COTTON ONFashion#B1-71/72
Bedok Mall,"Cotton On KidsChildren, Fashion#B1-63/64"
Bedok Mall,CR GroupElectronics & Technology#B1-16
Bedok Mall,CRAVE/Stuff'dFood & Beverage#B2-22
Bedok Mall,D & C (Design & Comfort)Fashion#B1-66
Bedok Mall,DDMC - Dye Dye Must ColorBeauty & Wellness#B1-30A
Bedok Mall,Devil ChickenFood & Beverage#B2-K11
Bedok Mall,Dian Xiao ErFood & Beverage#01-71 to 74
Bedok Mall,Dollars & ScentBeauty & Wellness#01-87/88
Bedok Mall,"Dorra Tummy, Hip & Thigh SlimmingBeauty & Wellness#B1-48/49"
Bedok Mall,Dr JFashion#01-53
Bedok Mall,Duke BakeryFood & Beverage#01-01
Bedok Mall,DUNKIN' DONUTSFood & Beverage#B2-K7
Bedok Mall,Eastern Rice DumplingFood & Beverage#B2-K10
Bedok Mall,EAT.Food & Beverage#B2-K14
Bedok Mall,EC HouseBeauty & Wellness#B2-49A
Bedok Mall,EchoFashion#01-64
Bedok Mall,Emperor OpticsFashion#B2-52
Bedok Mall,Encik TanFood & Beverage#B1-41/42
Bedok Mall,Eu Yan SangBeauty & Wellness#B2-16
Bedok Mall,EurotexHome & Furnishing#B1-61
Bedok Mall,FairPrice FinestSupermarket & Specialty Mart#B2-60
Bedok Mall,Fengshui WorldServices#01-85/86
Bedok Mall,FIRMAN SHAHServices#02-01A
Bedok Mall,Fluff Brows+LashBeauty & Wellness#01-18
Bedok Mall,FOTO ExpressServices#B2-59C
Bedok Mall,Four LeavesFood & Beverage#B2-56
Bedok Mall,FUN CLAWEntertainment#B1-35
Bedok Mall,Gain CityElectronics & Technology#B1-59
Bedok Mall,GiordanoFashion#01-49 to 51
Bedok Mall,GlimpseFashion#01-34
Bedok Mall,Gochi-So ShokudoFood & Beverage#01-75
Bedok Mall,GoldheartFashion#01-32/33
Bedok Mall,GreendotFood & Beverage#B2-31
Bedok Mall,Guardian Health & BeautyBeauty & Wellness#B2-45 to 47
Bedok Mall,H2 Hub TimepieceFashion#01-83/84
Bedok Mall,Haidilao Hot Pot 海底捞火锅Food & Beverage#01-13 to 17
Bedok Mall,Happy WalkerFashion#B1-67
Bedok Mall,HELENFashion#01-23
Bedok Mall,Ho Kee PauFood & Beverage#B2-K3
Bedok Mall,Hockhua TonicBeauty & Wellness#B2-17/18
Bedok Mall,Holland & BarrettBeauty & Wellness#B2-58
Bedok Mall,Hong Kong Sheng Kee DessertFood & Beverage#B2-24
Bedok Mall,Hot TomatoFood & Beverage#B1-37/38
Bedok Mall,innisfreeBeauty & Wellness#01-30
Bedok Mall,iORAFashion#01-29
Bedok Mall,iStudioElectronics & Technology#01-02
Bedok Mall,Itacho SushiFood & Beverage#B2-42/43
Bedok Mall,Japan HomeDepartment Store & Value Store#B2-50/51
Bedok Mall,Japan IPL EXPRESSBeauty & Wellness#B1-31
Bedok Mall,JasonSally HairdressersBeauty & Wellness#01-19
Bedok Mall,Jean Yip Hair & Hair SpaBeauty & Wellness#B2-38
Bedok Mall,JollibeeFood & Beverage#B2-06 & B2-33
Bedok Mall,JUEWEIFood & Beverage#B2-K12
Bedok Mall,Junshin ExpressFood & Beverage#B2-20
Bedok Mall,Kawata House of SocksFashion#B1-11
Bedok Mall,kcutsBeauty & Wellness#B1-50
Bedok Mall,KenjoFashion#01-22
Bedok Mall,"Kiddy PalaceChildren, Fashion#B1-23 to 25"
Bedok Mall,KIMOJFashion#01-91
Bedok Mall,Kin Teck TongBeauty & Wellness#01-45/46
Bedok Mall,KOI THEFood & Beverage#01-97
Bedok Mall,La VidaBeauty & Wellness#01-27
Bedok Mall,LAC Nutrition for LifeBeauty & Wellness#B2-53
Bedok Mall,LeNu Chef Wai’s Noodle BarFood & Beverage#B2-32
Bedok Mall,LiHOFood & Beverage#B2-K16
Bedok Mall,LovisaFashion#01-90
Bedok Mall,Luminous Dental ClinicServices#B1-15
Bedok Mall,LUSH aestheticsBeauty & Wellness#B2-37
Bedok Mall,Master Fix ServicesServices#B2-48A
Bedok Mall,Mavis Tutorial CentreChildren#02-03/04
Bedok Mall,McDonald'sFood & Beverage#01-10/11
Bedok Mall,Men Men Don DonFood & Beverage#B2-27
Bedok Mall,"MinisoDepartment Store & Value Store, Books & Stationery#B2-14"
Bedok Mall,Minmed ClinicServices#01-47/48
Bedok Mall,MOBOTHobbies & Leisure#01-67/68
Bedok Mall,MOS BurgerFood & Beverage#B2-29
Bedok Mall,Mr BeanFood & Beverage#B2-K2
Bedok Mall,Mr. CoconutFood & Beverage#01-K1
Bedok Mall,MyRepublicServices#B1-31A
Bedok Mall,Nailz GalleryBeauty & Wellness#B2-04
Bedok Mall,Nailz TreatsBeauty & Wellness#B1-03
Bedok Mall,Nailz Treats PLUSBeauty & Wellness#B1-65
Bedok Mall,Nam Kee PauFood & Beverage#B2-K25
Bedok Mall,NENE CHICKENFood & Beverage#02-02
Bedok Mall,New Nada BarberBeauty & Wellness#B2-59A
Bedok Mall,Nippon HomeHome & Furnishing#B2-21
Bedok Mall,NK HairworksBeauty & Wellness#B1-56/57
Bedok Mall,Old Chang KeeFood & Beverage#B2-K4
Bedok Mall,OPPO Concept StoreElectronics & Technology#B1-33
Bedok Mall,OSIMBeauty & Wellness#B2-57
Bedok Mall,OWNDAYSFashion#01-60/61
Bedok Mall,Paik's BibimbapFood & Beverage#01-95
Bedok Mall,Paradise ClassicFood & Beverage#B2-10
Bedok Mall,PeniwernFashion#01-52
Bedok Mall,Pepper LunchFood & Beverage#01-05 to 08
Bedok Mall,Pet Lovers CentreHobbies & Leisure#B2-59
Bedok Mall,PezzoFood & Beverage#B2-K1
Bedok Mall,PHS Hairscience®Beauty & Wellness#B2-40/41
Bedok Mall,Pierre Cardin LingerieFashion#B1-30
Bedok Mall,Pizza HutFood & Beverage#B2-05 & B2-34
Bedok Mall,Play-eHobbies & Leisure#B1-17
Bedok Mall,POLAR Puffs & CakesFood & Beverage#B2-K5
Bedok Mall,"POPULAR BookstoreHobbies & Leisure, Books & Stationery#B2-02 & B2-35/36"
Bedok Mall,POSB ATMServices#B2-K20
Bedok Mall,Presto DrycleanersServices#B2-49
Bedok Mall,PrimaDeliFood & Beverage#B2-K6
Bedok Mall,Q & M Dental SurgeryServices#02-01
Bedok Mall,Ritz Apple StrudelFood & Beverage#B2-K8
Bedok Mall,Saap Saap ThaiFood & Beverage#B1-39
Bedok Mall,SamsungElectronics & Technology#B1-07
Bedok Mall,San Ren XingFood & Beverage#B1-40
Bedok Mall,Sanook KitchenFood & Beverage#B2-44
Bedok Mall,SEA HORSEHome & Furnishing#B1-60
Bedok Mall,Seoul Garden HotpotFood & Beverage#B1-51
Bedok Mall,Seoul MartSupermarket & Specialty Mart#B1-54
Bedok Mall,SF FRUITSFood & Beverage#B2-K15
Bedok Mall,SinchongBeauty & Wellness#B2-48
Bedok Mall,Singtel Exclusive RetailerElectronics & Technology#B1-02/02A
Bedok Mall,SK JEWELLERYFashion#01-42 to 44
Bedok Mall,SLEEPNIGHTHome & Furnishing#B1-58
Bedok Mall,Sō RamenFood & Beverage#B1-09
Bedok Mall,SorellaFashion#01-35
Bedok Mall,Sothys Premium SalonBeauty & Wellness#01-89
Bedok Mall,Spacio TCM WellnessBeauty & Wellness#B2-39
Bedok Mall,Spectacle HutFashion#B1-36
Bedok Mall,StarbucksFood & Beverage#01-92/93
Bedok Mall,SubwayFood & Beverage#01-96
Bedok Mall,Surfers ParadiseFashion#01-57 to 59
Bedok Mall,SushiroFood & Beverage#B1-10
Bedok Mall,Swensen'sFood & Beverage#01-77
Bedok Mall,Taka JewelleryFashion#01-38
Bedok Mall,TamJai SamGor MixianFood & Beverage#B1-52
Bedok Mall,"TeleStation GO WirelessElectronics & Technology#01-80,01"
Bedok Mall,The Body ShopBeauty & Wellness#01-26
Bedok Mall,The Green PartyHome & Furnishing#B1-12
Bedok Mall,The Wallet ShopFashion#01-54
Bedok Mall,THEFACESHOPBeauty & Wellness#01-37
Bedok Mall,TOAST BOXFood & Beverage#B2-25/26
Bedok Mall,Top Secret STUDIOBeauty & Wellness#B2-K19
Bedok Mall,Tori-QFood & Beverage#B2-28
Bedok Mall,Tun XiangFood & Beverage#01-76
Bedok Mall,Twelve CupcakesFood & Beverage#B2-K13
Bedok Mall,TypoBooks & Stationery#01-65/66
Bedok Mall,UNIQLOFashion#B1-26 to 28
Bedok Mall,UOB ATMServices#B2-K21
Bedok Mall,UrbanWriteHobbies & Leisure#B2-03TO03A
Bedok Mall,Venus BeautyBeauty & Wellness#B2-54/55
Bedok Mall,Vintage Studio Hairdressing SpaBeauty & Wellness#B1-45
Bedok Mall,W OpticsFashion#01-81/82
Bedok Mall,WacoalFashion#B1-34
Bedok Mall,Watches of JapanFashion#01-28
Bedok Mall,WatsonsBeauty & Wellness#B2-12/13
Bedok Mall,WING.STOPFood & Beverage#B1-53
Bedok Mall,Wok HeyFood & Beverage#B2-K9
Bedok Mall,XiaomiElectronics & Technology#B1-13
Bedok Mall,Ximenjie 西门街Food & Beverage#B2-K11
Bedok Mall,"Xpressflower.ComServices, Hobbies & Leisure#B2-59B"
Bedok Mall,Ya Kun Kaya ToastFood & Beverage#01-12
Bedok Mall,YaleHome & Furnishing#B1-33
Bedok Mall,YoléFood & Beverage#01-40
Bedok Mall,YOSHINOYAFood & Beverage#B2-30
Bedok Mall,Young heartsFashion#B1-32
Bedok Mall,Yu Er FashionFashion#01-39
Bedok Mall,Blog
Bedok Mall,Money Changers
Bedok Mall,About Us
Bedok Mall,Contact Us
Bedok Mall,Terms and Conditions
Bedok Mall,Privacy Policy
Bedok Mall,Directory
Bedok Mall,Deals
Bedok Mall,About
Bugis Junction,19 Exchange (Money Changer)Services#01-42A
Bugis Junction,6 Elements Hair SpaBeauty & Wellness#02-42
Bugis Junction,Action CityHobbies & Leisure#03-23
Bugis Junction,AdidasSports#02-13
Bugis Junction,Ajisen RamenFood & Beverage#01-01
Bugis Junction,AkihabaraHobbies & Leisure#03-20
Bugis Junction,AlcoholidayFashion#03-10D
Bugis Junction,ALDOFashion#01-39/40
Bugis Junction,All WatchesFashion#01-104
Bugis Junction,"Amore DefineSports, Beauty & Wellness#03-29"
Bugis Junction,Another OneFashion#03-21
Bugis Junction,anothersoleFashion#02-18C
Bugis Junction,ASUS Exclusive StoreElectronics & Technology#03-03/04
Bugis Junction,Beard PapaFood & Beverage#B1-12A
Bugis Junction,Bengawan SoloFood & Beverage#B1-03A
Bugis Junction,Benjamin BarkerFashion#01-05
Bugis Junction,Beyond Fruitmany#M01-K1
Bugis Junction,"BHGDepartment Store & Value Store#01-100, #02-17, #03-11"
Bugis Junction,Big Fish Small FishFood & Beverage#04-05
Bugis Junction,BirkenstockFashion#02-11B
Bugis Junction,BLACK BY BLUE BRAVEFashion#L1-KIO
Bugis Junction,Boarding GateFashion#03-10A/B
Bugis Junction,Books KinokuniyaBooks & Stationery#03-09
Bugis Junction,Boost Juice BarsFood & Beverage#B1-01A
Bugis Junction,BOROFONEElectronics & Technology#01-54/54A
Bugis Junction,Bossini XFashion#02-16
Bugis Junction,BratpackFashion#03-10G
Bugis Junction,BreadTalkFood & Beverage#B1-23
Bugis Junction,Bugis Money ChangerServices#01-113
Bugis Junction,BUTTER STUDIOFood & Beverage#01-61/61A
Bugis Junction,By Invite Only (Hylam Street Kiosk)Fashion#01-HYLAMST
Bugis Junction,bYSIFashion#01-41/42
Bugis Junction,Cath Kidston (Hylam Street Kiosk)Fashion#01-HYLAMST
Bugis Junction,Challenger Flagship StoreElectronics & Technology#B1-26
Bugis Junction,"Chanel Beauty at BHGDepartment Store & Value Store#01-100, #02-17, #03-11"
Bugis Junction,CHARLES & KEITHFashion#01-06 to 08
Bugis Junction,CherisFashion#02-06
Bugis Junction,Chewy JuniorFood & Beverage#B1-12
Bugis Junction,Chic FeverFashion#03-12C
Bugis Junction,Chir Chir Fusion Chicken FactoryFood & Beverage#02-50
Bugis Junction,Chocolate OriginFood & Beverage#B1-01/02
Bugis Junction,City ChainFashion#01-65/65A
Bugis Junction,"Clarins at BHGDepartment Store & Value Store#01-100, #02-17, #03-11"
Bugis Junction,Cloud 9 StudioFashion#02-36
Bugis Junction,Collective SpaceFashion#02-12
Bugis Junction,CONVERSESports#02-19
Bugis Junction,COTTON ONFashion#02-15
Bugis Junction,COTTON ON BODYFashion#01-53/53A
Bugis Junction,CoutureNstudioS (Hylam Street Kiosk)Fashion#01-HYLAM
Bugis Junction,COZFashion#01-38
Bugis Junction,Craftmen Authentic/ExplorerFashion#03-18
Bugis Junction,CRAVEFood & Beverage#B1-K05
Bugis Junction,Crystal Jade La Mian Xiao Long BaoFood & Beverage#B1-04A
Bugis Junction,CS Fresh#B1-17/18
Bugis Junction,"DaisoDepartment Store & Value Store#03-01, #27-28"
Bugis Junction,Daniel WellingtonFashion#01-16
Bugis Junction,DBS ATMServices#B1-K16 to K18
Bugis Junction,"Dyson at BHGDepartment Store & Value Store#01-100, #02-17, #03-11"
Bugis Junction,Eighteen ChefsFood & Beverage#04-06
Bugis Junction,EnomiFashion#02-35
Bugis Junction,Eu Yan SangBeauty & Wellness#B1-03
Bugis Junction,FairyFashion#02-05A
Bugis Junction,FANCLBeauty & Wellness#02-21
Bugis Junction,FAT HOPEBeauty & Wellness#03-05B
Bugis Junction,Fishball StoryFood & Beverage#01-71/72
Bugis Junction,Fitness FirstSports#04-02
Bugis Junction,Flipper'sFood & Beverage#01-97
Bugis Junction,Four LeavesFood & Beverage#B1-14/15
Bugis Junction,FraicheFashion#01-41/42
Bugis Junction,Frames & LensesFashion#01-64/64A
Bugis Junction,Fred PerryFashion#02-03/03A
Bugis Junction,Fu LinFood & Beverage#03-30B
Bugis Junction,Fu Xiao XianFood & Beverage#01-88/89
Bugis Junction,FUN CLAWEntertainment#03-24C
Bugis Junction,G-SHOCK CASIOFashion#01-11
Bugis Junction,"GamemartzHobbies & Leisure, Electronics & Technology#03-24B"
Bugis Junction,GiordanoFashion#01-52/52A
Bugis Junction,GlimpseFashion#01-102/103
Bugis Junction,Godiva ChocolatierFood & Beverage#01-60/60A
Bugis Junction,GoldheartFashion#01-33
Bugis Junction,Gong ChaFood & Beverage#03-08
Bugis Junction,GuardianBeauty & Wellness#B1-20/21
Bugis Junction,"Gucci Beauty at BHGDepartment Store & Value Store#01-100, #02-17, #03-11"
Bugis Junction,GUESS AccessoriesFashion#01-09/10
Bugis Junction,HavaianasFashion#02-20
Bugis Junction,HELENFashion#02-41/41A
Bugis Junction,Hey! YakinikuFood & Beverage#01-92 to 96
Bugis Junction,Hi StyleFashion#03-19/19A
Bugis Junction,"Hi Tec MobileElectronics & Technology, Services#03-24"
Bugis Junction,HLHBeauty & Wellness#03-K1
Bugis Junction,Hokkaido Baked Cheese Tartmany#B1-K06
Bugis Junction,Hong Kong EggletFood & Beverage#B1-K14
Bugis Junction,HonguoFood & Beverage#B1-06
Bugis Junction,HuaweiElectronics & Technology#03-38/39
Bugis Junction,HYSSESBeauty & Wellness#01-K10/K11
Bugis Junction,I Love TaimeiFood & Beverage#B1-K11 & B1-11A
Bugis Junction,II MonkiiFashion#03-13A
Bugis Junction,innisfreeBeauty & Wellness#01-109/110
Bugis Junction,INNOVATIVEElectronics & Technology#03-24A
Bugis Junction,ioraFashion#01-04
Bugis Junction,IRVINSFood & Beverage#01-K12 to K14
Bugis Junction,iStudioElectronics & Technology#01-83/84A
Bugis Junction,Itacho SushiFood & Beverage#B1-05
Bugis Junction,J Beauty BarBeauty & Wellness#02-27
Bugis Junction,J Beauty SpaBeauty & Wellness#02-25
Bugis Junction,Jean Yip HubBeauty & Wellness#02-42 to 44
Bugis Junction,JET'AMINEFashion#03-16
Bugis Junction,"Jo Malone London at BHGDepartment Store & Value Store#01-100, #02-17, #03-11"
